0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,expectedTypes,[@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI, @DistributedTags.CLIENT_OUT_COUPLER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC, @DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.REGISTRY+@DistributedTags.RMI, @DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI, @DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC, @DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.CLIENT+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC, @DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameNotInDictionary,coupledsims.client.CoupledHalloweenSimulationsRMIClient,coupledsims
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameNotInDictionary,serialVersionUID,uid
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,coupledsims.client.CoupledHalloweenSimulationsRMIClient,client
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,coupledsims.client.CoupledHalloweenSimulationsRMIClient,coupled
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,coupledsims.client.CoupledHalloweenSimulationsRMIClient,halloween
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,coupledsims.client.CoupledHalloweenSimulationsRMIClient,simulations
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,coupledsims.client.CoupledHalloweenSimulationsRMIClient,rmi
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,serialVersionUID,serial
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,serialVersionUID,version
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,commandProcessor,command
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,commandProcessor,processor
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,num
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,experiment
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,NUM_EXPERIMENT_COMMANDS,commands
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,EXPERIMENT_COMMAND,experiment
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,EXPERIMENT_COMMAND,command
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,clientInstance,client
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,clientInstance,instance
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,rmiRegistry,rmi
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,rmiRegistry,registry
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,serverRMIProxy,server
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,serverRMIProxy,rmi
0,Fri Apr 01 18:57:47 EDT 2022,true,coupledsims\client\CoupledHalloweenSimulationsRMIClient.java,nameInDictionary,serverRMIProxy,proxy
