Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Feb 21 10:41:26 EST 2022,SlaveInterface.java,1645458086142,83282,0,(I)6(F)4(I)1(F)2(I)4,0.6470588235294118,0.0,0.0,35.294117647058826,0.0,0.0,0.20481927710843373,0.0,0.0,0.07228915662650602,0.0,0.0,0.13253012048192772,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Feb 21 10:41:26 EST 2022,SlaveInterface.java, 1645458086142
2,,Mon Feb 21 10:42:50 EST 2022,TokenCounterSlave.java,1645458170442,183434,0,(I)8(F)2(I)1(F)2(I)1(F)2(I)1,0.6470588235294118,0.0,0.0,35.294117647058826,0.0,0.0,0.09289617486338798,0.0,0.0,0.03278688524590164,0.0,0.0,0.060109289617486336,7.0,[1645458271887 5 NickWu007/COMP533: COMP 533 Assignment Code https://github.com/NickWu007/COMP533, 1645458235952 2 comp533 unc assignment 2 - Google ?? https://www.google.com/search?q=comp533+unc+assignment+2&rlz=1C1FQRR_enJP961__961&oq=comp533+&aqs=chrome.1.69i57j69i59l3j69i60l4.5198j0j7&sourceid=chrome&ie=UTF-8, 1645458245702 2 comp533 unc assignment 2 github - Google ?? https://www.google.com/search?q=comp533+unc+assignment+2+github&rlz=1C1FQRR_enJP961__961&sxsrf=APq-WBscawlqmlOJF3oFtAX3gpZobkDmWg%3A1645458236202&ei=PLMTYuryC4Ho9AO5joCYDQ&ved=0ahUKEwjqgKXNkZH2AhUBNH0KHTkHANMQ4dUDCA4&uact=5&oq=comp533+unc+assignment+2+github&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BwgAEEcQsAM6BwghEAoQoAFKBAhBGABKBAhGGABQc1i1HmCsIGgEcAF4AIABhwGIAY4JkgEDMS45mAEAoAEByAECwAEB&sclient=gws-wiz, 1645458260302 3 cfowlie/COMP533: COMP 533 Class Repo https://github.com/cfowlie/COMP533, 1645458257126 2 COMP533/A1 at master · cfowlie/COMP533 https://github.com/cfowlie/COMP533/tree/master/A1, 1645458263147 1 Commits · cfowlie/COMP533 https://github.com/cfowlie/COMP533/commits?author=HaoyiZhao, 1645458277066 1 ArmaanSethi/unc-homework: Backup of homework related code https://github.com/ArmaanSethi/unc-homework]
3,,Mon Feb 21 10:45:53 EST 2022,MyMapReduceConfiguration.java,1645458353876,59521,0,(I)3(R)1(I)2(R)1(I)1(F)2,0.6,0.0,0.0,20.0,0.0,0.0,0.1694915254237288,0.0,0.0,0.03389830508474576,0.0,0.03389830508474576,0.1016949152542373,0.0,[]
4,,Mon Feb 21 10:46:53 EST 2022,MyMapReduceConfiguration.java,1645458413646,-249,-249,(I)2(R)3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
5,,Mon Feb 21 10:46:59 EST 2022,MyMapReduceConfiguration.java,1645458419206,16297,0,(R)1(I)7(R)1(I)2(F)2(I)2(R)2,0.6470588235294118,0.0,0.0,11.76470588235294,0.0,0.0,1.0625,0.0,0.0,0.125,0.0,0.25,0.6875,0.0,[]
6,,Mon Feb 21 10:47:16 EST 2022,TokenCounterModel.java,1645458436767,53206,0,(I)7(F)2(I)2,0.8181818181818182,0.0,0.0,18.181818181818183,0.0,0.0,0.20754716981132076,0.0,0.0,0.03773584905660377,0.0,0.0,0.16981132075471697,0.0,[]
8,,Mon Feb 21 10:49:09 EST 2022,TokenCounterModel.java,1645458549461,-59683,-59683,(I)12(R)1(I)1(R)2,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
9,,Mon Feb 21 10:48:14 EST 2022,TokenCounterModel.java,1645458494263,72176,0,(R)2(I)21,0.9130434782608695,0.0,0.0,0.0,0.0,0.0,0.3194444444444444,0.0,0.0,0.0,0.0,0.027777777777777776,0.2916666666666667,0.0,[]
10,,Mon Feb 21 10:49:26 EST 2022,TokenCounterModel.java,1645458566441,259,259,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
11,,Mon Feb 21 10:49:26 EST 2022,TokenCounterModel.java,1645458566707,419,419,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
12,,Mon Feb 21 10:49:27 EST 2022,TokenCounterModel.java,1645458567131,133,133,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
13,,Mon Feb 21 10:49:27 EST 2022,TokenCounterModel.java,1645458567271,166,166,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
