Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Mar 15 15:59:50 EDT 2022,TokenCounterBarrier.java,1647374390537,67545,0,(F)11(I)1,0.08333333333333333,0.0,0.0,91.66666666666666,0.0,0.0,0.1791044776119403,0.0,0.0,0.16417910447761194,0.0,0.0,0.014925373134328358,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Mar 15 15:59:50 EDT 2022,TokenCounterBarrier.java, 1647374390537
2,,Tue Mar 15 16:00:58 EDT 2022,TokenCounterBarrier.java,1647374458284,54411,0,(I)2(F)2(I)1(F)2(I)1(F)2(I)1,0.45454545454545453,0.0,0.0,54.54545454545454,0.0,0.0,0.2037037037037037,0.0,0.0,0.1111111111111111,0.0,0.0,0.09259259259259259,0.0,[]
3,,Tue Mar 15 16:01:52 EDT 2022,TokenCounterBarrier.java,1647374512695,88560,0,(F)2(I)1(D)1(F)1,0.2,20.0,0.0,60.0,0.0,0.0,0.056818181818181816,0.0,0.011363636363636364,0.03409090909090909,0.0,0.0,0.011363636363636364,0.0,[]
4,,Tue Mar 15 16:03:21 EDT 2022,TokenCounterBarrier.java,1647374601356,49235,0,(D)1(F)5(I)1(F)1,0.125,12.5,0.0,75.0,0.0,0.0,0.16326530612244897,0.0,0.02040816326530612,0.12244897959183673,0.0,0.0,0.02040816326530612,0.0,[]
5,,Tue Mar 15 16:04:16 EDT 2022,TokenCounterBarrier.java,1647374656418,30699,0,(F)1(I)1(F)2(I)1(F)2(I)1(F)2(I)1,0.36363636363636365,0.0,0.0,63.63636363636363,0.0,0.0,0.36666666666666664,0.0,0.0,0.23333333333333334,0.0,0.0,0.13333333333333333,0.0,[]
6,,Tue Mar 15 16:04:47 EDT 2022,TokenCounterBarrier.java,1647374687330,47434,0,(F)2(I)1(F)2(I)1(F)2(I)1(F)1,0.3,0.0,0.0,70.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.14893617021276595,0.0,0.0,0.06382978723404255,0.0,[]
7,,Tue Mar 15 16:05:34 EDT 2022,TokenCounterBarrier.java,1647374734764,53877,0,(F)1(I)1(F)2(I)1(F)2(I)1(F)2(I)1,0.36363636363636365,0.0,0.0,63.63636363636363,0.0,0.0,0.20754716981132076,0.0,0.0,0.1320754716981132,0.0,0.0,0.07547169811320754,0.0,[]
8,,Tue Mar 15 16:06:37 EDT 2022,TokenCounterPartitioner.java,1647374797686,43954,0,(F)2(I)2(F)2(I)1(F)2(I)2,0.45454545454545453,0.0,0.0,54.54545454545454,0.0,0.0,0.2558139534883721,0.0,0.0,0.13953488372093023,0.0,0.0,0.11627906976744186,0.0,[]
9,,Tue Mar 15 16:07:32 EDT 2022,Partitioner.java,1647374852516,164453,0,(I)3(D)1(F)3,0.42857142857142855,14.285714285714285,0.0,42.857142857142854,0.0,0.0,0.042682926829268296,0.0,0.006097560975609756,0.018292682926829267,0.0,0.0,0.018292682926829267,0.0,[]
10,,Tue Mar 15 16:11:29 EDT 2022,Partitioner.java,1647375089996,191325,0,(D)1(F)1(I)3(R)2(I)5,0.6666666666666666,8.333333333333332,0.0,8.333333333333332,0.0,0.0,0.06282722513089005,0.0,0.005235602094240838,0.005235602094240838,0.0,0.010471204188481676,0.041884816753926704,6.0,[]
11,,Tue Mar 15 16:14:41 EDT 2022,TokenCounterPartitioner.java,1647375281580,12243,0,(I)7(R)1(I)8,0.9375,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,1.25,0.0,[]
12,,Tue Mar 15 16:14:53 EDT 2022,Partitioner.java,1647375293986,21367,0,(I)9(F)2(I)1,0.8333333333333334,0.0,0.0,16.666666666666664,0.0,0.0,0.5714285714285714,0.0,0.0,0.09523809523809523,0.0,0.0,0.47619047619047616,0.0,[]
13,,Tue Mar 15 16:15:15 EDT 2022,Partitioner.java,1647375315354,24585,0,(F)2(I)1(F)2(I)1(F)2(I)1(F)1,0.3,0.0,0.0,70.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.2916666666666667,0.0,0.0,0.125,0.0,[]
14,,Tue Mar 15 16:15:44 EDT 2022,Partitioner.java,1647375344226,24081,0,(F)1(I)1(F)2(I)1(F)2(I)1(F)2(I)1,0.36363636363636365,0.0,0.0,63.63636363636363,0.0,0.0,0.4583333333333333,0.0,0.0,0.2916666666666667,0.0,0.0,0.16666666666666666,0.0,[]
15,,Tue Mar 15 16:16:08 EDT 2022,Partitioner.java,1647375368367,25727,0,(F)2(I)1(F)2(I)1(F)2(I)1(D)1(F)1,0.2727272727272727,9.090909090909092,0.0,63.63636363636363,0.0,0.0,0.44,0.0,0.04,0.28,0.0,0.0,0.12,0.0,[]
16,,Tue Mar 15 16:16:35 EDT 2022,standAloneFacebookMapReduce.java,1647375395959,1086604,0,(F)7,0.0,0.0,0.0,100.0,0.0,0.0,0.006445672191528545,0.0,0.0,0.006445672191528545,0.0,0.0,0.0,36.0,[]
19,,Tue Mar 15 17:42:58 EDT 2022,standAloneFacebookMapReduce.java,1647380578108,33814,0,(I)7(F)2(I)2(R)2(I)4,0.7647058823529411,0.0,0.0,11.76470588235294,0.0,0.0,0.5151515151515151,0.0,0.0,0.06060606060606061,0.0,0.06060606060606061,0.3939393939393939,0.0,[]
20,,Tue Mar 15 17:43:32 EDT 2022,standAloneFacebookMapReduce.java,1647380612676,51797,0,(F)2(I)12(F)2(I)2,0.7777777777777778,0.0,0.0,22.22222222222222,0.0,0.0,0.35294117647058826,0.0,0.0,0.0784313725490196,0.0,0.0,0.27450980392156865,0.0,[]
21,,Tue Mar 15 17:44:25 EDT 2022,standAloneFacebookMapReduce.java,1647380665576,37683,0,(F)2(I)6(F)4(I)1,0.5384615384615384,0.0,0.0,46.15384615384615,0.0,0.0,0.35135135135135137,0.0,0.0,0.16216216216216217,0.0,0.0,0.1891891891891892,1.0,[]
22,,Tue Mar 15 17:45:03 EDT 2022,standAloneFacebookMapReduce.java,1647380703347,53442,0,(I)5(R)1(I)10,0.9375,0.0,0.0,0.0,0.0,0.0,0.3018867924528302,0.0,0.0,0.0,0.0,0.018867924528301886,0.2830188679245283,0.0,[]
