Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Fri Apr 01 21:35:50 EDT 2022,RMIAndGIPCClient.java,1648863350446,43976,0,(I)4,1.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.0,[]
,/modelData/A0UserStudy2010.arff,Fri Apr 01 21:35:50 EDT 2022,RMIAndGIPCClient.java, 1648863350446
2,,Fri Apr 01 21:36:35 EDT 2022,RMIClient.java,1648863395173,301808,0,(I)2(F)2(I)1(F)2(I)2(F)2(I)3,0.5714285714285714,0.0,0.0,42.857142857142854,0.0,0.0,0.046511627906976744,0.0,0.0,0.019933554817275746,0.0,0.0,0.026578073089700997,5.0,[1648863426120 3 UNC-COMP533-Assignments/A5/src/coupledsims at 6bbb0adbe51beb7a91f79e884845bbda25950d54 � aaditkamat/UNC-COMP533-Assignments � GitHub https://github.com/aaditkamat/UNC-COMP533-Assignments/blob/6bbb0adbe51beb7a91f79e884845bbda25950d54/A5/src/coupledsims/server/CoupledHalloweenSimulationsRMIServer.java, 1648863427598 3 UNC-COMP533-Assignments/A5/src/coupledsims at 6bbb0adbe51beb7a91f79e884845bbda25950d54 � aaditkamat/UNC-COMP533-Assignments � GitHub https://github.com/aaditkamat/UNC-COMP533-Assignments/tree/6bbb0adbe51beb7a91f79e884845bbda25950d54/A5/src/coupledsims, 1648863571514 3 UNC-COMP533-Assignments/A5/src/coupledsims/client at 6bbb0adbe51beb7a91f79e884845bbda25950d54 � aaditkamat/UNC-COMP533-Assignments � GitHub https://github.com/aaditkamat/UNC-COMP533-Assignments/tree/6bbb0adbe51beb7a91f79e884845bbda25950d54/A5/src/coupledsims/client, 1648863429595 2 UNC-COMP533-Assignments/CoupledHalloweenSimulationsRMIAndGIPCClient.java at 6bbb0adbe51beb7a91f79e884845bbda25950d54 � aaditkamat/UNC-COMP533-Assignments � GitHub https://github.com/aaditkamat/UNC-COMP533-Assignments/blob/6bbb0adbe51beb7a91f79e884845bbda25950d54/A5/src/coupledsims/client/CoupledHalloweenSimulationsRMIAndGIPCClient.java, 1648863574358 1 UNC-COMP533-Assignments/CoupledHalloweenSimulationsRMIClient.java at 6bbb0adbe51beb7a91f79e884845bbda25950d54 � aaditkamat/UNC-COMP533-Assignments � GitHub https://github.com/aaditkamat/UNC-COMP533-Assignments/blob/6bbb0adbe51beb7a91f79e884845bbda25950d54/A5/src/coupledsims/client/CoupledHalloweenSimulationsRMIClient.java]
3,,Fri Apr 01 21:41:40 EDT 2022,GIPCClient.java,1648863700702,55256,0,(F)2(I)1(F)2(I)6,0.6363636363636364,0.0,0.0,36.36363636363637,0.0,0.0,0.2,0.0,0.0,0.07272727272727272,0.0,0.0,0.12727272727272726,0.0,[]
4,,Fri Apr 01 21:42:36 EDT 2022,ClientInterface.java,1648863756960,-1203,-1203,(I)4(R)1(I)4(R)1(I)1,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
5,,Fri Apr 01 21:42:36 EDT 2022,RMIClient.java,1648863756960,32403,0,(I)11,1.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.0,0.0,0.0,0.0,0.0,0.34375,0.0,[]
6,,Fri Apr 01 21:43:09 EDT 2022,RMIClient.java,1648863789363,-2983,-2983,(I)5(R)1(I)4(R)1(I)4(R)1(I)3,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
7,,Fri Apr 01 21:43:06 EDT 2022,RMIClient.java,1648863786592,18756,0,(I)1(R)1(I)4(R)1(I)6(R)1(I)7,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,[]
8,,Fri Apr 01 21:43:25 EDT 2022,RMIClient.java,1648863805348,131077,0,(I)1(D)1(F)4(I)1,0.2857142857142857,14.285714285714285,0.0,57.14285714285714,0.0,0.0,0.05343511450381679,0.0,0.007633587786259542,0.030534351145038167,0.0,0.0,0.015267175572519083,0.0,[]
9,,Fri Apr 01 21:45:39 EDT 2022,RMIAndGIPCClient.java,1648863939413,64020,0,(I)14,1.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,[]
10,,Fri Apr 01 21:46:47 EDT 2022,RMIClient.java,1648864007595,-17809,-17809,(I)9(R)1(I)1,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
11,,Fri Apr 01 21:46:32 EDT 2022,RMIClient.java,1648863992427,34618,0,(I)8(R)1(I)7,0.9375,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.029411764705882353,0.4411764705882353,0.0,[]
12,,Fri Apr 01 21:47:07 EDT 2022,RMIClient.java,1648864027055,29414,0,(I)5(D)1(F)2,0.625,12.5,0.0,25.0,0.0,0.0,0.27586206896551724,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.1724137931034483,0.0,[]
13,,Fri Apr 01 21:47:36 EDT 2022,ClientInterface.java,1648864056469,176927,0,(D)1(F)6(I)1(F)2(I)1,0.18181818181818182,9.090909090909092,0.0,72.72727272727273,0.0,0.0,0.0625,0.0,0.005681818181818182,0.045454545454545456,0.0,0.0,0.011363636363636364,2.0,[]
14,,Fri Apr 01 21:50:33 EDT 2022,RMIClient.java,1648864233620,-224,-224,(I)5(F)1(N)2(F)1(I)2,0.6363636363636364,0.0,18.181818181818183,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
15,,Fri Apr 01 21:50:41 EDT 2022,ClientInterface.java,1648864241127,39439,0,(I)8(R)1(I)9,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.02564102564102564,0.4358974358974359,0.0,[]
16,,Fri Apr 01 21:51:20 EDT 2022,ClientInterface.java,1648864280795,11569,0,(I)12,1.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,[]
17,,Fri Apr 01 21:51:32 EDT 2022,RMIClient.java,1648864292414,13867,0,(I)10(R)1(I)1(R)1(I)1(R)1,0.8,0.0,0.0,0.0,0.0,0.0,1.1538461538461537,0.0,0.0,0.0,0.0,0.23076923076923078,0.9230769230769231,0.0,[]
18,,Fri Apr 01 21:51:46 EDT 2022,RMIClient.java,1648864306324,-20221,-20221,(I)2(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
19,,Fri Apr 01 21:51:26 EDT 2022,RMIClient.java,1648864286553,40550,0,(I)7(R)7(I)1(R)1(I)1(R)3(I)1(R)2,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.325,0.25,0.0,[]
20,,Fri Apr 01 21:52:07 EDT 2022,RMIClient.java,1648864327266,18320,0,(R)1(D)1(F)2(D)1(F)2(I)1(F)1,0.1111111111111111,22.22222222222222,0.0,55.55555555555556,0.0,0.0,0.5,0.0,0.1111111111111111,0.2777777777777778,0.0,0.05555555555555555,0.05555555555555555,0.0,[]
21,,Fri Apr 01 21:52:27 EDT 2022,RMIClient.java,1648864347895,40983,0,(F)1(I)2(F)2(I)2(F)2(I)2(F)2(I)3,0.5625,0.0,0.0,43.75,0.0,0.0,0.4,0.0,0.0,0.175,0.0,0.0,0.225,0.0,[]
22,,Fri Apr 01 21:53:09 EDT 2022,RMIClient.java,1648864389703,6595,6595,(I)1(R)2(I)2(R)2(I)7(R)7(I)3,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.8333333333333333,2.1666666666666665,0.0,[]
